...1,Unnamed: 0,restaurantname,restauranttype,numofratings,avgCost,online_order,tablebooking,cuisinestype,area,localaddress,rate
3948,3948,Mini Punjabi Dhaba,Quick Bites,0.019124039,0.0625,1,0,North Indian,Banashankari,Banashankari,Great
4676,4676,Pecos Classic,"Pub, Casual Dining",0.036576396,0.213709677,0,1,Finger Food,Brigade Road,Brigade Road,Great
6983,6983,Wok Paper Scissors,Casual Dining,0.106051488,0.102822581,1,0,"Asian, Malaysian, Chinese, Thai, Momos","Byresandra,Tavarekere,Madiwala",Koramangala 5th Block,Great
2943,2943,Indigo XP,Pub,0.158274824,0.274193548,0,0,"Finger Food, Continental, Asian, North Indian",Koramangala 4th Block,Koramangala 5th Block,Great
6854,6854,Vera Italiano,Casual Dining,0.013172852,0.112903226,1,0,Italian,Kalyan Nagar,Kalyan Nagar,Great
4444,4444,O.G. Variar & Sons,Bakery,0.077231695,0.032258065,0,0,"Bakery, Desserts",Malleshwaram,Rajajinagar,Great
6178,6178,Thai Chy,Casual Dining,0.02447342,0.233870968,1,1,"Thai, Asian, Indonesian",Indiranagar,Indiranagar,Great
2910,2910,Imperio Restaurant,Casual Dining,0.051220328,0.133064516,1,1,"North Indian, Arabian, Mughlai, Biryani, Seafood, Beverages",Brookefield,Brookefield,Great
6379,6379,The Himalayan,Casual Dining,0.021330659,0.233870968,0,1,Korean,"Byresandra,Tavarekere,Madiwala",Koramangala 5th Block,Great
5160,5160,Sabari Juice Junction,Beverage Shop,0.008492143,0.04233871,1,0,"Beverages, Sandwich",Indiranagar,Jeevan Bhima Nagar,Great
962,962,Brew Meister,"Microbrewery, Casual Dining",0.064794383,0.294354839,1,1,"North Indian, Continental, Finger Food, American, Asian",Banashankari,Jayanagar,Great
1167,1167,Caffe Pascucci,Cafe,0.048010699,0.183467742,1,1,"Cafe, Continental, Pizza, Italian, Beverages","Byresandra,Tavarekere,Madiwala",HSR,Great
4962,4962,Rasovara,Casual Dining,0.050952859,0.274193548,1,1,"Rajasthani, North Indian",Brigade Road,Lavelle Road,Great
2563,2563,Hatch,"Casual Dining, Bar",0.031293882,0.233870968,1,1,"North Indian, Mangalorean, Seafood",Malleshwaram,Malleshwaram,Great
2791,2791,HQ,"Casual Dining, Bar",0.030692076,0.193548387,0,1,"North Indian, Italian, Finger Food, Continental",Brookefield,Whitefield,Great
5253,5253,Sangam Mess,Mess,0.014376463,0.052419355,0,0,"South Indian, Biryani, North Indian",Kalyan Nagar,Kammanahalli,Great
6698,6698,TRUE BLEU RESTO CAFE,Quick Bites,0.004613842,0.072580645,1,0,"Pizza, Burger, Sandwich, Coffee, Desserts, Continental, Salad, Asian",HSR,HSR,Great
7091,7091,Zero Kelvin,Dessert Parlor,0.011233701,0.08266129,1,0,"Desserts, Beverages","Byresandra,Tavarekere,Madiwala",Koramangala 4th Block,Great
5497,5497,Sidewalk Cafe & Bar - The Paul Bangalore,Casual Dining,0.01444333,0.294354839,1,1,"European, Italian, Asian",Indiranagar,Domlur,Great
3466,3466,Kurtoskalacs,"Dessert Parlor, Quick Bites",0.017853561,0.072580645,0,0,"Desserts, Fast Food",Koramangala 5th Block,Koramangala 5th Block,Great
6218,6218,The Beer Cafe,Pub,0.044934804,0.274193548,1,1,"Finger Food, North Indian, Chinese, Italian",Whitefield,Whitefield,Great
988,988,BTDT? Been There Done That,"Bar, Casual Dining",0.058709462,0.254032258,0,1,"European, Continental, Asian, Finger Food",Indiranagar,Indiranagar,Great
1574,1574,Copper Chimney,Casual Dining,0.002607823,0.233870968,1,1,"North Indian, Biryani",Whitefield,Whitefield,Great
7074,7074,Zamindar,Casual Dining,0.023136075,0.112903226,1,1,"Biryani, Chinese, Mughlai, Andhra",Kalyan Nagar,Kalyan Nagar,Great
6745,6745,Udupi Sri Krishna Bhavan,Quick Bites,0.015847543,0.112903226,0,0,South Indian,Banashankari,Basavanagudi,Great
6968,6968,Whitefield Bar and Grill - Bengaluru Marriott Hotel...,Fine Dining,0.00514878,0.596774194,0,1,"Continental, Burger, BBQ",Whitefield,Whitefield,Great
192,192,Al Amanah Cafe,Quick Bites,0.094416583,0.052419355,1,0,"Middle Eastern, Fast Food, Rolls",Frazer Town,Kammanahalli,Great
4862,4862,Punjabi Twist,Quick Bites,0.009361418,0.052419355,1,0,North Indian,Brookefield,Marathahalli,Great
6585,6585,The Vacationer's Cafe,Cafe,0.020394517,0.112903226,1,0,"Cafe, Continental, Mexican","Byresandra,Tavarekere,Madiwala",Koramangala 7th Block,Great
2238,2238,Foxtrot,"Pub, Casual Dining",0.076563022,0.233870968,1,1,"North Indian, Chinese, Continental, Momos",Bellandur,Marathahalli,Great
1997,1997,ECHOES Koramangala,"Cafe, Casual Dining",0.21370779,0.143145161,0,0,"Chinese, American, Continental, Italian, North Indian","Byresandra,Tavarekere,Madiwala",Koramangala 5th Block,Great
3603,3603,Litti Twist,Quick Bites,0.030959545,0.052419355,1,0,"North Indian, Bihari",Bannerghatta Road,BTM,Great
1887,1887,Doff Pub and Lounge,Lounge,0.08960214,0.294354839,0,1,"Continental, American, Pizza, North Indian, Chinese, Finger Food, Asian, Thai",Indiranagar,Indiranagar,Great
741,741,B-hive,Pub,0.103577399,0.233870968,0,1,"Finger Food, North Indian",Koramangala 4th Block,Koramangala 1st Block,Great
6835,6835,Vegan Heat,"Takeaway, Delivery",0.020862588,0.122983871,1,0,"Healthy Food, Salad","Byresandra,Tavarekere,Madiwala",Koramangala 1st Block,Great
7093,7093,Zhang's - Chinese Restaurant,Casual Dining,0.039117352,0.133064516,1,0,"Chinese, Momos",Bannerghatta Road,JP Nagar,Great
3363,3363,KittyKo,"Bar, Lounge",0.011902374,0.596774194,0,0,"Finger Food, Continental",Malleshwaram,Seshadripuram,Great
613,613,Barebones - The Balcony Bar,"Bar, Casual Dining",0.163423604,0.294354839,0,1,"Chinese, Continental, Finger Food, Italian",Indiranagar,Indiranagar,Great
3934,3934,Mikusu - Conrad Bengaluru,Fine Dining,0.005282514,0.596774194,0,1,"Japanese, Chinese, Thai",Brigade Road,Ulsoor,Great
4797,4797,Prems Graama Bhojanam,Casual Dining,0.021464393,0.072580645,1,0,South Indian,Banashankari,Jayanagar,Great
1504,1504,Citrus - The Leela Palace,Fine Dining,0.039317954,0.697580645,0,1,"North Indian, Italian, Asian, Continental, Mediterranean",Indiranagar,Old Airport Road,Great
5413,5413,Shift,"Lounge, Casual Dining",0.124774323,0.294354839,1,1,"Finger Food, Continental, North Indian","Byresandra,Tavarekere,Madiwala",HSR,Great
1226,1226,Caprese - Shangri-La Hotel,Fine Dining,0.015513206,0.596774194,0,1,Italian,Lavelle Road,Vasanth Nagar,Great
1952,1952,Dyu Art Cafe,Cafe,0.255767302,0.153225806,0,0,"Cafe, Italian, Fast Food","Byresandra,Tavarekere,Madiwala",Koramangala 5th Block,Great
3726,3726,Mahjong Room - WelcomHotel Bengaluru,Casual Dining,0.008425276,0.233870968,0,1,Chinese,Lavelle Road,Richmond Road,Great
3802,3802,Maraheb Restaurant,Casual Dining,0.014577065,0.193548387,1,0,Arabian,Kalyan Nagar,Kalyan Nagar,Great
4190,4190,Nasi And Mee,Casual Dining,0.060581745,0.193548387,1,1,"Malaysian, Thai, Singaporean, Asian, Chinese, Momos",Whitefield,Whitefield,Great
3848,3848,Matsuri - The Chancery Hotel,"Casual Dining, Bar",0.012169843,0.35483871,0,1,Japanese,Brigade Road,Lavelle Road,Great
6567,6567,The Terrace at Gilly's Redefined,"Microbrewery, Casual Dining",0.060448011,0.274193548,0,1,"Continental, Finger Food, Asian, North Indian",Koramangala 6th Block,Koramangala 4th Block,Great
6627,6627,Three Dots & A Dash,"Bar, Casual Dining",0.079906386,0.294354839,0,1,"European, Continental",Bannerghatta Road,JP Nagar,Great
5986,5986,Swadista Aahar,Quick Bites,0.051755266,0.052419355,1,0,"South Indian, North Indian, Chinese, Street Food",Bannerghatta Road,BTM,Great
5040,5040,Riwaz - The Ritz-Carlton,"Fine Dining, Bar",0.017987295,0.798387097,0,1,North Indian,Brigade Road,Residency Road,Great
6479,6479,The Pallet,"Microbrewery, Pub",0.183483785,0.314516129,0,1,"Continental, Mediterranean, Italian, North Indian, Finger Food, Asian, Momos",Whitefield,Whitefield,Great
4809,4809,Protein Grillhouse,Casual Dining,0.011033099,0.153225806,1,1,"Healthy Food, Continental, Juices, Salad, Burger, Beverages, Desserts",Basavanagudi,Jayanagar,Great
6832,6832,Veena Stores,Quick Bites,0.160882648,0.022177419,1,0,South Indian,Malleshwaram,Malleshwaram,Great
5571,5571,SLV Refreshment,Quick Bites,0.006218656,0.012096774,0,0,South Indian,Banashankari,Banashankari,Great
4996,4996,Red Onion,Casual Dining,0.036843865,0.233870968,1,1,"Chinese, North Indian, Biryani, Kebab",Church Street,Shanti Nagar,Great
3831,3831,Masala Klub - The Taj West End,Fine Dining,0.020595119,0.798387097,0,1,"North Indian, South Indian",Church Street,Race Course Road,Great
6415,6415,The Kream Story,"Dessert Parlor, Quick Bites",0.002407222,0.092741935,1,0,"Desserts, Fast Food","Byresandra,Tavarekere,Madiwala",Koramangala 7th Block,Great
6205,6205,The Arabesque Cafe,Casual Dining,0.002607823,0.112903226,0,0,"American, Continental, Chinese",Koramangala 4th Block,Koramangala 4th Block,Great
2870,2870,Ice - Taj MG Road Bengaluru,Club,0.040588432,0.556451613,0,1,Continental,Brigade Road,MG Road,Great
4476,4476,Olive Bar And Kitchen,Casual Dining,0.14663992,0.35483871,0,1,"Mediterranean, European, Salad",Brigade Road,Richmond Road,Great
1124,1124,Cafe Nosh,Cafe,0.03891675,0.092741935,1,0,"Cafe, Continental, Steak",New BEL Road,Sahakara Nagar,Great
5289,5289,Sarjapur Social,"Bar, Casual Dining",0.079705784,0.294354839,1,0,"American, North Indian, Chinese, Finger Food",Bellandur,Sarjapur Road,Great
4758,4758,Poonam Sweets,Sweet Shop,0.02373788,0.022177419,0,0,Mithai,Banashankari,Banashankari,Great
683,683,Bengaluru Baking Company - JW Marriott Bengaluru,"Bakery, Cafe",0.03477098,0.274193548,0,0,"Salad, Bakery, Cafe, Sandwich, Italian, Burger",Brigade Road,Lavelle Road,Great
6968,6968,Whitefield Bar and Grill - Bengaluru Marriott Hotel...,Fine Dining,0.00514878,0.596774194,0,1,"Continental, Burger, BBQ",Whitefield,Whitefield,Great
6249,6249,The Boozy Griffin,"Casual Dining, Pub",0.33072551,0.35483871,0,1,"European, Continental","Byresandra,Tavarekere,Madiwala",Koramangala 5th Block,Great
2943,2943,Indigo XP,Pub,0.158274824,0.274193548,0,0,"Finger Food, Continental, Asian, North Indian",Koramangala 4th Block,Koramangala 5th Block,Great
3626,3626,LOFT38,"Lounge, Casual Dining",0.239719157,0.415322581,0,1,"Continental, American, Asian, North Indian, Burger",Indiranagar,Indiranagar,Great
4105,4105,Mynt - The Taj West End,Fine Dining,0.022601137,0.495967742,0,1,"Italian, North Indian, Lebanese",Church Street,Race Course Road,Great
4713,4713,Pin Me Down,Casual Dining,0.052357071,0.153225806,1,1,"Continental, Mexican, Chinese, North Indian",Basavanagudi,BTM,Great
1314,1314,Chandni Chowk 2 Bangalore,Quick Bites,0.016048144,0.072580645,1,0,"North Indian, Rolls",Indiranagar,Jeevan Bhima Nagar,Great
3158,3158,Kaifu,Casual Dining,0.027883651,0.133064516,1,0,"Chinese, Asian",Malleshwaram,New BEL Road,Great
4420,4420,Not Just Waffles,Dessert Parlor,0.007957205,0.072580645,1,0,"Desserts, Ice Cream",Brookefield,Brookefield,Great
6543,6543,The Spice Bazaar,"Casual Dining, Bar",0.022133066,0.193548387,0,1,"North Indian, Mughlai",Brigade Road,Lavelle Road,Great
5618,5618,Somilan Steak House,Casual Dining,0.034971581,0.153225806,0,0,"North Eastern, Asian, Naga, Steak, Momos",Brigade Road,Church Street,Great
3754,3754,Malleshwaram Dosa Corner,Quick Bites,0.006887329,0.016129032,1,0,South Indian,Malleshwaram,Malleshwaram,Great
5016,5016,Republic Of Noodles - Lemon Tree Premier,Casual Dining,0.03671013,0.35483871,0,1,"Malaysian, Singaporean, Thai",Brigade Road,Ulsoor,Great
6285,6285,The Chervil,Casual Dining,0.015446339,0.193548387,1,0,"North Indian, Continental",JP Nagar,JP Nagar,Great
190,190,Akss - India Reimagined,Casual Dining,0.017184888,0.35483871,0,1,"Modern Indian, North Indian",Malleshwaram,Sadashiv Nagar,Great
1574,1574,Copper Chimney,Casual Dining,0.002607823,0.233870968,1,1,"North Indian, Biryani",Whitefield,Whitefield,Great
1530,1530,Coastal Mama,Casual Dining,0.03109328,0.133064516,0,1,"Konkan, Mangalorean, North Indian, Seafood",Bannerghatta Road,JP Nagar,Great
5377,5377,Shang Palace - Shangri-La Hotel,"Fine Dining, Bar",0.02300234,0.39516129,0,1,"Chinese, Asian",Lavelle Road,Vasanth Nagar,Great
5499,5499,Sigree Global Grill,"Casual Dining, Bar",0.073420261,0.274193548,0,1,"North Indian, BBQ",Kalyan Nagar,Kalyan Nagar,Great
171,171,Aioli,Casual Dining,0.052290204,0.274193548,0,1,"Mediterranean, Continental, Italian, Salad",Kalyan Nagar,Kalyan Nagar,Great
1323,1323,Chapter One Bar | Maiin,"Bar, Casual Dining",0.066599799,0.274193548,0,1,"Continental, Italian, North Indian",New BEL Road,New BEL Road,Great
2365,2365,GMT - Gelateria Montecatini Terme,Dessert Parlor,0.018321632,0.052419355,1,0,"Desserts, Ice Cream",Indiranagar,Indiranagar,Great
2150,2150,Float,"Casual Dining, Bar",0.204613842,0.294354839,1,1,"North Indian, Japanese",Bellandur,Marathahalli,Great
6357,6357,The Ganache Factory,Delivery,0.008425276,0.072580645,0,0,"Desserts, Bakery",JP Nagar,Jayanagar,Great
5377,5377,Shang Palace - Shangri-La Hotel,"Fine Dining, Bar",0.02300234,0.39516129,0,1,"Chinese, Asian",Lavelle Road,Vasanth Nagar,Great
6627,6627,Three Dots & A Dash,"Bar, Casual Dining",0.079906386,0.294354839,0,1,"European, Continental",Bannerghatta Road,JP Nagar,Great
1490,1490,Churchill's,"Casual Dining, Pub",0.09374791,0.213709677,1,1,"North Indian, Continental",Bannerghatta Road,JP Nagar,Great
4817,4817,Pulimunchi,Casual Dining,0.03550652,0.193548387,1,1,"Mangalorean, Seafood",Malleshwaram,Sadashiv Nagar,Great
1445,1445,Chinita Real Mexican Food,Casual Dining,0.177666332,0.233870968,0,0,Mexican,Indiranagar,Indiranagar,Great
3248,3248,KazÃƒÂƒÃ‚ÂƒÃƒÂ‚Ã‚ÂƒÃƒÂƒÃ‚Â‚ÃƒÂ‚Ã‚ÂƒÃƒÂƒÃ‚ÂƒÃƒÂ‚Ã‚Â‚ÃƒÂƒÃ‚Â‚ÃƒÂ‚Ã‚Â©,Fine Dining,0.057305249,0.596774194,0,1,"Asian, Japanese, Thai",Brigade Road,Lavelle Road,Great
5326,5326,Season - Adarsh Hamilton,Casual Dining,0.021664995,0.233870968,0,1,"North Indian, Chinese, South Indian, Continental",Brigade Road,Richmond Road,Great
5329,5329,Sector 7 CafÃƒÂƒÃ‚ÂƒÃƒÂ‚Ã‚ÂƒÃƒÂƒÃ‚Â‚ÃƒÂ‚Ã‚ÂƒÃƒÂƒÃ‚ÂƒÃƒÂ‚Ã‚Â‚ÃƒÂƒÃ‚Â‚ÃƒÂ‚Ã‚Â©,Cafe,0.073553995,0.133064516,1,0,"Cafe, Continental, Pizza, Salad","Byresandra,Tavarekere,Madiwala",HSR,Great
1422,1422,Chin Chin by The Biere Club,Casual Dining,0.017519224,0.294354839,1,1,Asian,Brookefield,Whitefield,Great
2931,2931,Indian Kitchen,Casual Dining,0.032363758,0.294354839,0,0,"North Indian, Mughlai",Malleshwaram,Malleshwaram,Great
6686,6686,TRIGEREATO,Cafe,0.006887329,0.133064516,1,1,"Cafe, Continental, Beverages",Koramangala 7th Block,Koramangala 8th Block,Great
3771,3771,Manasa Fishland,Casual Dining,0.013373454,0.122983871,1,0,"Seafood, South Indian, North Indian",Kalyan Nagar,Kalyan Nagar,Great
1493,1493,Chutney Chang,Casual Dining,0.156335674,0.294354839,1,1,"North Indian, Chinese, BBQ",Banashankari,Jayanagar,Great
1058,1058,CafÃƒÂƒÃ‚ÂƒÃƒÂ‚Ã‚ÂƒÃƒÂƒÃ‚Â‚ÃƒÂ‚Ã‚ÂƒÃƒÂƒÃ‚ÂƒÃƒÂ‚Ã‚Â‚ÃƒÂƒÃ‚Â‚ÃƒÂ‚Ã‚ÂƒÃƒÂƒÃ‚ÂƒÃƒÂ‚Ã‚ÂƒÃƒÂƒÃ‚Â‚ÃƒÂ‚Ã‚Â‚ÃƒÂƒÃ‚ÂƒÃƒÂ‚Ã‚Â‚ÃƒÂƒÃ‚Â‚ÃƒÂ‚Ã‚ÂƒÃƒÂƒÃ‚ÂƒÃƒÂ‚Ã‚ÂƒÃƒÂƒÃ‚Â‚ÃƒÂ‚Ã‚ÂƒÃƒÂƒÃ‚ÂƒÃƒÂ‚Ã‚Â‚ÃƒÂƒÃ‚Â‚ÃƒÂ‚Ã‚Â‚ÃƒÂƒÃ‚ÂƒÃƒÂ‚Ã‚ÂƒÃƒÂƒÃ‚Â‚ÃƒÂ‚Ã‚Â‚ÃƒÂƒÃ‚ÂƒÃƒÂ‚Ã‚Â‚ÃƒÂƒÃ‚Â‚ÃƒÂ‚Ã‚Â© Felix,"Casual Dining, Cafe",0.048144433,0.334677419,1,1,"American, Cafe, Continental",Lavelle Road,MG Road,Great
1533,1533,Cobaja,Casual Dining,0.005416249,0.133064516,1,1,"Seafood, South Indian, Bar Food, Mangalorean, Konkan",Residency Road,Brigade Road,Great
6,6,'@Italy,Casual Dining,0.02032765,0.133064516,1,0,Italian,Banashankari,Kumaraswamy Layout,Great
6396,6396,The Irish House,"Casual Dining, Pub",0.052958877,0.334677419,1,0,"European, American",Bellandur,Bellandur,Great
755,755,Biere Societee,Pub,0.021330659,0.294354839,0,1,"Asian, Continental, European",Whitefield,Whitefield,Great
5986,5986,Swadista Aahar,Quick Bites,0.051755266,0.052419355,1,0,"South Indian, North Indian, Chinese, Street Food",Bannerghatta Road,BTM,Great
1418,1418,Chill-Um Cafe,Quick Bites,0.01003009,0.112903226,1,1,"Cafe, Chinese, Continental","Byresandra,Tavarekere,Madiwala",Koramangala 6th Block,Great
3445,3445,Kudla - Hotel Ramanashree,Casual Dining,0.023537279,0.233870968,1,1,"South Indian, Andhra, Chinese",Basavanagudi,Richmond Road,Great
1942,1942,Dum Pukht Jolly Nabobs - ITC Windsor,Fine Dining,0.019391508,0.798387097,0,1,North Indian,Malleshwaram,Sankey Road,Great
2596,2596,Hi Seoul,Casual Dining,0.013306586,0.153225806,1,0,Korean,Kalyan Nagar,Kalyan Nagar,Great
1285,1285,Chai Kraft,Beverage Shop,0.001939151,0.012096774,1,0,"Beverages, Tea",Banashankari,Jayanagar,Great
6243,6243,The Black Rabbit,"Bar, Casual Dining",0.279906386,0.294354839,0,1,"Continental, Salad, Burger, Finger Food, Pizza",Indiranagar,Indiranagar,Great
395,395,ANTIGRAVITY,"Pub, Casual Dining",0.048746239,0.294354839,0,1,"Continental, North Indian, Chinese, BBQ",Marathahalli,Marathahalli,Great
2954,2954,Indy's Comfort Food,Quick Bites,0.026613173,0.052419355,0,0,"North Indian, Beverages, Fast Food",Brigade Road,Shivajinagar,Great
439,439,Art of Delight,Dessert Parlor,0.029956536,0.072580645,0,0,"Ice Cream, Desserts, Beverages","Byresandra,Tavarekere,Madiwala",Koramangala 5th Block,Great
5369,5369,ShakesBierre,"Microbrewery, Casual Dining",0.022868606,0.294354839,0,1,"Asian, Continental, European, North Indian",Lavelle Road,Brigade Road,Great
4048,4048,Mr. Beans - Home Cafe,Cafe,0.181076563,0.193548387,1,1,"Cafe, Continental, Italian","Byresandra,Tavarekere,Madiwala",Koramangala 3rd Block,Great
4524,4524,OPUS Club,Pub,0.099966566,0.375,0,1,"Continental, Italian, North Indian, Mexican",Bellandur,Sarjapur Road,Great
2533,2533,Happy Belly Bakes,"Bakery, Cafe",0.016783684,0.0625,1,0,"Bakery, Cafe",Frazer Town,Frazer Town,Great
3409,3409,Kopper Kadai,Casual Dining,0.113406887,0.233870968,0,0,"North Indian, Chinese",Koramangala 7th Block,Koramangala 5th Block,Great
1952,1952,Dyu Art Cafe,Cafe,0.255767302,0.153225806,0,0,"Cafe, Italian, Fast Food","Byresandra,Tavarekere,Madiwala",Koramangala 5th Block,Great
1525,1525,Coastal Delight,Casual Dining,0.013172852,0.122983871,1,0,"Seafood, South Indian, North Indian, Mangalorean, Chinese",Brigade Road,Indiranagar,Great
6686,6686,TRIGEREATO,Cafe,0.006887329,0.133064516,1,1,"Cafe, Continental, Beverages",Koramangala 7th Block,Koramangala 8th Block,Great
1121,1121,Cafe Mozaic - Taj MG Road Bengaluru,"Casual Dining, Cafe",0.037579405,0.495967742,0,1,"North Indian, Italian, South Indian, Continental, Cafe, Salad",Brigade Road,MG Road,Great
2445,2445,Green Theory,"Casual Dining, Cafe",0.189702441,0.153225806,1,1,"Italian, Salad, Healthy Food, Cafe, Asian, Desserts, Pizza",Brigade Road,Residency Road,Great
3310,3310,Khawa Karpo,Quick Bites,0.065997994,0.0625,0,0,"Chinese, Tibetan, Momos","Byresandra,Tavarekere,Madiwala",Koramangala 5th Block,Great
5576,5576,Sly Granny - The Community House,"Fine Dining, Bar",0.06365764,0.495967742,0,1,"Modern Indian, European, American",Indiranagar,Indiranagar,Great
6825,6825,Vapour Pub & Brewery,"Microbrewery, Pub",0.461785356,0.274193548,0,1,"North Indian, Continental, Chinese",Indiranagar,Indiranagar,Great
2387,2387,Golden Rice,Casual Dining,0.011634905,0.193548387,1,0,"North Indian, Mughlai, Seafood, Chinese",Brookefield,Marathahalli,Great
1997,1997,ECHOES Koramangala,"Cafe, Casual Dining",0.21370779,0.143145161,0,0,"Chinese, American, Continental, Italian, North Indian","Byresandra,Tavarekere,Madiwala",Koramangala 5th Block,Great
3037,3037,Jetlag,"Bar, Casual Dining",0.069608826,0.324596774,0,1,"Finger Food, Continental, North Indian, Italian, Japanese",Malleshwaram,Rajajinagar,Great
4509,4509,Onesta,"Casual Dining, Cafe",0.023671013,0.112903226,1,1,"Pizza, Cafe, Italian",Malleshwaram,Basaveshwara Nagar,Great
5218,5218,Samosa Party,Quick Bites,0.002741558,0.022177419,0,0,"Street Food, Fast Food","Byresandra,Tavarekere,Madiwala",Koramangala 5th Block,Great
1887,1887,Doff Pub and Lounge,Lounge,0.08960214,0.294354839,0,1,"Continental, American, Pizza, North Indian, Chinese, Finger Food, Asian, Thai",Indiranagar,Indiranagar,Great
4743,4743,Plated,Cafe,0.036843865,0.153225806,1,1,"Cafe, Continental",Malleshwaram,New BEL Road,Great
4962,4962,Rasovara,Casual Dining,0.050952859,0.274193548,1,1,"Rajasthani, North Indian",Brigade Road,Lavelle Road,Great
877,877,BLOW,Cafe,0.062454029,0.143145161,1,1,"Cafe, Continental, American, Burger",Brigade Road,Church Street,Great
483,483,Atta Galata,Quick Bites,0.013841525,0.032258065,0,0,"Bakery, Fast Food","Byresandra,Tavarekere,Madiwala",Koramangala 5th Block,Great
6646,6646,Tiger Trail - Royal Orchid Hotel,Fine Dining,0.020193915,0.39516129,0,1,North Indian,Indiranagar,Old Airport Road,Great
2824,2824,Hungry Hippie,Cafe,0.097759947,0.153225806,0,1,"Cafe, Continental, Italian, Burger","Byresandra,Tavarekere,Madiwala",Koramangala 5th Block,Great
3895,3895,Meghana Foods,Casual Dining,0.116616516,0.143145161,1,1,"Biryani, Chinese, North Indian, Seafood",Indiranagar,Indiranagar,Great
3310,3310,Khawa Karpo,Quick Bites,0.065997994,0.0625,0,0,"Chinese, Tibetan, Momos","Byresandra,Tavarekere,Madiwala",Koramangala 5th Block,Great
4568,4568,Pakwan,Casual Dining,0.019257773,0.153225806,1,1,"North Indian, Chinese, Italian",Malleshwaram,Sadashiv Nagar,Great
1574,1574,Copper Chimney,Casual Dining,0.002607823,0.233870968,1,1,"North Indian, Biryani",Whitefield,Whitefield,Great
